host_unix,host_time,seq,up_ms,temp_c,press_hpa,alt_baro_m,alt_fused_m,vel_m_s,az_m_s2,heading,roll,pitch,calib,vstate,elev,servo_deg
1782723830.558859,18:03:50.558,812,11.014,24.92,1011.8,0.005,-0.011,0.151,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.558865,18:03:50.558,813,11.024,24.92,1011.8,0.005,-0.006,0.114,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.558871,18:03:50.558,814,11.034,24.92,1011.8,0.005,-0.005,0.114,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.558876,18:03:50.558,815,11.044,24.92,1011.8,0.005,-0.004,0.114,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.559228,18:03:50.559,816,11.054,24.92,1011.8,0.005,-0.003,0.114,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.559236,18:03:50.559,817,11.064,24.92,1011.8,0.005,-0.002,0.114,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.559241,18:03:50.559,818,11.074,24.92,1011.8,0.005,0.0,0.085,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.559247,18:03:50.559,819,11.084,24.92,1011.8,0.005,0.001,0.085,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.559252,18:03:50.559,820,11.094,24.92,1011.8,0.005,0.002,0.085,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.660569,18:03:50.660,821,11.104,24.92,1011.8,0.005,0.003,0.085,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.660590,18:03:50.660,822,11.114,24.92,1011.8,0.005,0.004,0.064,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.660596,18:03:50.660,823,11.128,24.92,1011.8,0.005,0.005,0.064,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.660601,18:03:50.660,824,11.134,24.92,1011.8,0.005,0.005,0.064,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.660606,18:03:50.660,825,11.144,24.92,1011.8,0.005,0.006,0.064,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.660911,18:03:50.660,826,11.154,24.92,1011.8,0.005,0.007,0.064,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.660919,18:03:50.660,827,11.164,24.92,1011.8,0.005,0.007,0.048,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.660924,18:03:50.660,828,11.174,24.92,1011.8,0.005,0.008,0.048,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.660929,18:03:50.660,829,11.184,24.92,1011.8,0.005,0.008,0.048,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.660934,18:03:50.660,830,11.194,24.92,1011.8,0.005,0.008,0.048,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.660939,18:03:50.660,831,11.204,24.92,1011.8,0.005,0.009,0.048,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.763204,18:03:50.763,832,11.214,24.92,1011.8,0.005,0.009,0.036,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.763224,18:03:50.763,833,11.224,24.92,1011.8,0.005,0.009,0.036,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.763230,18:03:50.763,834,11.234,24.92,1011.8,0.005,0.009,0.036,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.763236,18:03:50.763,835,11.244,24.92,1011.8,0.005,0.01,0.036,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.763241,18:03:50.763,836,11.254,24.92,1011.8,0.005,0.01,0.036,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.763246,18:03:50.763,837,11.264,24.92,1011.8,0.005,0.009,0.027,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.763546,18:03:50.763,838,11.274,24.92,1011.8,0.005,0.01,0.027,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.763554,18:03:50.763,839,11.284,24.92,1011.8,0.005,0.01,0.027,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.763559,18:03:50.763,840,11.294,24.92,1011.8,0.005,0.01,0.027,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.763564,18:03:50.763,841,11.304,24.92,1011.8,0.005,0.011,0.027,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.763569,18:03:50.763,842,11.314,24.92,1011.8,0.005,0.01,0.02,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.865853,18:03:50.865,843,11.324,24.92,1011.8,0.005,0.01,0.02,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.865879,18:03:50.865,844,11.334,24.92,1011.8,0.005,0.01,0.02,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.865887,18:03:50.865,845,11.344,24.92,1011.8,0.005,0.01,0.02,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.865893,18:03:50.865,846,11.354,24.92,1011.8,0.005,0.01,0.015,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.865898,18:03:50.865,847,11.364,24.92,1011.8,0.005,0.01,0.015,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.865903,18:03:50.865,848,11.374,24.92,1011.8,0.005,0.01,0.015,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.866219,18:03:50.866,849,11.384,24.92,1011.8,0.005,0.01,0.015,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.866227,18:03:50.866,850,11.394,24.92,1011.8,0.005,0.01,0.015,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.866232,18:03:50.866,851,11.404,24.92,1011.8,0.005,0.009,0.011,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.866238,18:03:50.866,852,11.414,24.92,1011.8,0.005,0.009,0.011,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.866242,18:03:50.866,853,11.424,24.92,1011.8,0.005,0.01,0.011,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.968837,18:03:50.968,854,11.434,24.92,1011.8,0.005,0.01,0.011,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.968893,18:03:50.968,855,11.444,24.92,1011.8,0.005,0.01,0.011,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.968911,18:03:50.968,856,11.454,24.92,1011.8,0.005,0.009,0.009,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.968925,18:03:50.968,857,11.464,24.92,1011.8,0.005,0.009,0.009,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.968938,18:03:50.968,858,11.474,24.92,1011.8,0.005,0.009,0.009,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723830.968951,18:03:50.968,859,11.484,24.92,1011.8,0.005,0.009,0.009,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723831.073758,18:03:51.073,860,11.494,24.92,1011.8,0.005,0.009,0.009,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723831.074216,18:03:51.074,861,11.504,24.92,1011.8,0.005,0.009,0.006,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723831.074245,18:03:51.074,862,11.514,24.92,1011.8,0.005,0.009,0.006,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723831.074262,18:03:51.074,863,11.524,24.92,1011.8,0.005,0.009,0.006,0.0,0.0,0.0,0.0,255,0,1,30.0
1782723831.074278,18:03:51.074,864,11.534,24.92,1011.8,0.005,0.009,0.006,0.0,0.13,0.0,0.0,255,0,1,30.0
1782723831.074294,18:03:51.074,865,11.544,24.92,1011.8,0.005,0.008,0.005,0.0,0.38,0.0,0.0,255,0,1,30.0
1782723831.075135,18:03:51.075,866,11.554,24.92,1011.8,0.005,0.008,0.005,0.0,0.75,0.0,0.0,255,0,1,30.0
1782723831.075157,18:03:51.075,867,11.564,24.92,1011.8,0.005,0.008,0.005,0.0,0.75,0.0,0.0,255,0,1,30.0
1782723831.075174,18:03:51.075,868,11.574,24.92,1011.8,0.005,0.008,0.005,0.0,0.75,0.0,0.0,255,0,1,30.0
1782723831.075189,18:03:51.075,869,11.584,24.92,1011.8,0.005,0.008,0.005,0.0,0.75,0.0,0.0,255,0,1,30.0
1782723831.075205,18:03:51.075,870,11.594,24.92,1011.8,0.005,0.008,0.004,0.0,0.63,0.0,0.0,255,0,1,30.0
1782723831.075220,18:03:51.075,871,11.604,24.92,1011.8,0.005,0.008,0.004,0.0,0.63,0.0,0.0,255,0,1,30.0
1782723831.179802,18:03:51.179,872,11.614,24.92,1011.8,0.005,0.008,0.004,0.0,0.63,0.0,0.0,255,0,1,30.0
1782723831.179860,18:03:51.179,873,11.624,24.92,1011.8,0.005,0.008,0.004,0.0,0.44,0.0,0.0,255,0,1,30.0
1782723831.179881,18:03:51.179,874,11.634,24.92,1011.8,0.005,0.008,0.004,0.0,0.44,0.0,0.0,255,0,1,30.0
1782723831.179899,18:03:51.179,875,11.644,24.92,1011.8,0.005,0.008,0.003,0.0,0.44,0.0,0.0,255,0,1,30.0
1782723831.179915,18:03:51.179,876,11.654,24.92,1011.8,0.005,0.008,0.003,0.0,0.44,0.0,0.0,255,0,1,30.0
1782723831.180985,18:03:51.180,877,11.664,24.92,1011.8,0.005,0.008,0.003,0.0,0.44,0.0,0.0,255,0,1,30.0
1782723831.181020,18:03:51.181,878,11.674,24.92,1011.8,0.005,0.008,0.003,0.0,0.44,0.0,0.0,255,0,1,30.0
1782723831.181037,18:03:51.181,879,11.684,24.92,1011.8,0.005,0.008,0.003,0.0,0.31,0.0,0.0,255,0,1,30.0
1782723831.181054,18:03:51.181,880,11.694,24.92,1011.8,0.005,0.007,0.002,0.0,0.31,0.0,0.0,255,0,1,30.0
1782723831.181069,18:03:51.181,881,11.704,24.92,1011.8,0.005,0.007,0.002,0.0,0.31,0.0,0.0,255,0,1,30.0
1782723831.181084,18:03:51.181,882,11.714,24.92,1011.8,0.005,0.007,0.002,0.0,0.31,0.0,0.0,255,0,1,30.0
1782723831.285349,18:03:51.285,883,11.724,24.92,1011.8,0.005,0.007,0.002,0.0,0.31,0.0,0.0,255,0,1,30.0
1782723831.285398,18:03:51.285,884,11.734,24.92,1011.8,0.005,0.007,0.002,0.0,0.75,0.0,0.0,255,0,1,30.0
1782723831.285415,18:03:51.285,885,11.744,24.92,1011.8,0.005,0.007,0.002,0.0,0.88,0.0,0.0,255,0,1,30.0
1782723831.285428,18:03:51.285,886,11.754,24.92,1011.8,0.005,0.007,0.002,0.0,1.0,0.0,0.0,255,0,1,30.0
1782723831.285441,18:03:51.285,887,11.764,24.92,1011.8,0.005,0.007,0.002,0.0,1.19,0.0,0.0,255,0,1,30.0
1782723831.285452,18:03:51.285,888,11.774,24.92,1011.8,0.005,0.007,0.002,0.0,1.38,0.0,0.0,255,0,1,30.0
1782723831.286306,18:03:51.286,889,11.784,24.92,1011.8,0.005,0.007,0.001,0.0,1.63,0.0,0.0,255,0,1,30.0
1782723831.286324,18:03:51.286,890,11.794,24.92,1011.8,0.005,0.007,0.001,0.0,1.63,0.0,0.0,255,0,1,30.0
1782723831.286336,18:03:51.286,891,11.804,24.92,1011.8,0.005,0.007,0.001,0.0,2.19,0.0,0.0,255,0,1,30.0
1782723831.286348,18:03:51.286,892,11.814,24.92,1011.8,0.005,0.007,0.001,0.0,2.5,0.0,0.0,255,0,1,30.0
1782723831.286360,18:03:51.286,893,11.824,24.92,1011.8,0.005,0.007,0.001,0.0,2.88,0.0,0.0,255,0,1,30.0
1782723831.286373,18:03:51.286,894,11.834,24.92,1011.8,0.005,0.006,0.001,0.0,2.88,0.0,0.0,255,0,1,30.0
1782723831.389265,18:03:51.389,895,11.844,24.92,1011.8,0.005,0.007,0.001,0.0,2.88,0.0,0.0,255,0,1,30.0
1782723831.389323,18:03:51.389,896,11.854,24.92,1011.8,0.005,0.007,0.001,0.0,4.13,0.0,0.0,255,0,1,30.0
1782723831.389349,18:03:51.389,897,11.864,24.92,1011.8,0.005,0.007,0.001,0.0,4.5,0.0,0.0,255,0,1,30.0
1782723831.389364,18:03:51.389,898,11.874,24.92,1011.8,0.005,0.007,0.001,0.0,4.5,0.0,0.0,255,0,1,30.0
1782723831.389377,18:03:51.389,899,11.884,24.92,1011.8,0.005,0.006,0.001,0.0,5.13,0.0,0.0,255,0,1,30.0
1782723831.389390,18:03:51.389,900,11.894,24.92,1011.8,0.005,0.006,0.001,0.0,5.38,0.0,0.0,255,0,1,30.0
1782723831.390289,18:03:51.390,901,11.904,24.92,1011.8,0.005,0.006,0.001,0.0,5.38,0.0,0.0,255,0,1,30.0
1782723831.390308,18:03:51.390,902,11.914,24.92,1011.8,0.005,0.006,0.001,0.0,6.06,0.0,0.0,255,0,1,30.0
1782723831.390322,18:03:51.390,903,11.924,24.92,1011.8,0.005,0.006,0.0,0.0,6.44,0.0,0.0,255,0,1,30.0
1782723831.390336,18:03:51.390,904,11.934,24.92,1011.8,0.005,0.006,0.0,0.0,6.88,0.0,0.0,255,0,1,30.0
1782723831.390349,18:03:51.390,905,11.944,24.92,1011.8,0.005,0.006,0.0,0.0,7.38,0.0,0.0,255,0,1,30.0
1782723831.495086,18:03:51.495,906,11.954,24.92,1011.8,0.005,0.006,0.0,0.0,7.81,0.0,0.0,255,0,1,30.0
1782723831.495142,18:03:51.495,907,11.964,24.92,1011.8,0.005,0.006,0.0,0.0,8.25,0.0,0.0,255,0,1,30.0
1782723831.495164,18:03:51.495,908,11.974,24.92,1011.79,0.093,0.024,0.438,0.0,8.63,0.0,0.0,255,1,1,30.0
1782723831.495182,18:03:51.495,909,11.984,24.92,1011.79,0.093,0.028,0.438,0.0,8.94,0.0,0.0,255,1,1,30.0
1782723831.495199,18:03:51.495,910,11.994,24.92,1011.79,0.093,0.032,0.438,0.0,9.13,0.0,0.0,255,1,1,30.0
1782723831.495287,18:03:51.495,911,12.004,24.92,1011.79,0.093,0.037,0.438,0.0,9.31,0.0,0.0,255,1,1,30.0
1782723831.496284,18:03:51.496,912,12.014,24.92,1011.79,0.093,0.041,0.438,0.0,9.31,0.0,0.0,255,1,1,30.0
1782723831.496314,18:03:51.496,913,12.024,24.92,1011.8,0.005,0.037,-0.109,0.0,9.5,0.0,0.0,255,0,1,30.0
1782723831.496332,18:03:51.496,914,12.034,24.92,1011.8,0.005,0.036,-0.109,0.0,9.5,0.0,0.0,255,0,1,30.0
1782723831.496348,18:03:51.496,915,12.044,24.92,1011.8,0.005,0.035,-0.109,0.0,9.69,0.0,0.0,255,0,1,30.0
1782723831.496376,18:03:51.496,916,12.054,24.92,1011.8,0.005,0.034,-0.109,0.0,9.81,0.0,0.0,255,0,1,30.0
1782723831.496393,18:03:51.496,917,12.064,24.92,1011.8,0.005,0.033,-0.109,0.0,10.0,-8.25,34.81,255,0,1,30.0
1782723831.601332,18:03:51.601,918,12.074,24.92,1011.8,0.005,0.027,-0.082,0.0,10.13,-8.5,35.31,255,0,1,30.0
1782723831.601361,18:03:51.601,919,12.084,24.92,1011.8,0.005,0.026,-0.082,0.0,10.31,-8.69,35.75,255,0,1,30.0
1782723831.601369,18:03:51.601,920,12.094,24.92,1011.8,0.005,0.025,-0.082,0.0,10.5,-8.88,36.13,255,0,1,30.0
1782723831.601376,18:03:51.601,921,12.104,24.92,1011.8,0.005,0.024,-0.082,0.0,10.5,-8.88,36.13,255,0,1,30.0
1782723831.601381,18:03:51.601,922,12.114,24.92,1011.8,0.005,0.023,-0.082,0.0,10.69,-9.19,37.0,255,0,1,30.0
1782723831.704024,18:03:51.704,923,12.128,24.92,1011.8,0.005,0.019,-0.061,0.0,10.81,-9.31,37.63,255,0,1,30.0
1782723831.704047,18:03:51.704,924,12.134,24.92,1011.8,0.005,0.019,-0.061,0.0,10.81,-9.31,37.63,255,0,1,30.0
1782723831.704055,18:03:51.704,925,12.144,24.92,1011.8,0.005,0.018,-0.061,0.0,11.13,-9.69,39.25,255,0,1,30.0
1782723831.704060,18:03:51.704,926,12.154,24.92,1011.8,0.005,0.017,-0.061,0.0,11.31,-9.94,40.13,255,0,1,30.0
1782723831.704066,18:03:51.704,927,12.164,24.92,1011.8,0.005,0.017,-0.061,0.0,11.5,-10.13,41.0,255,0,1,30.0
1782723831.704072,18:03:51.704,928,12.174,24.92,1011.8,0.005,0.014,-0.046,0.0,11.69,-10.13,42.0,255,0,1,30.0
1782723831.704390,18:03:51.704,929,12.184,24.92,1011.8,0.005,0.014,-0.046,0.0,11.94,-10.25,42.94,255,0,1,30.0
1782723831.704399,18:03:51.704,930,12.194,24.92,1011.8,0.005,0.013,-0.046,0.0,11.94,-10.25,42.94,255,0,1,30.0
1782723831.704405,18:03:51.704,931,12.204,24.92,1011.8,0.005,0.013,-0.046,0.0,11.94,-10.25,42.94,255,0,1,30.0
1782723831.704410,18:03:51.704,932,12.214,24.92,1011.8,0.005,0.012,-0.046,0.0,12.69,-9.81,46.44,255,0,1,30.0
1782723831.704415,18:03:51.704,933,12.224,24.92,1011.8,0.005,0.01,-0.034,0.0,12.94,-9.63,48.06,255,0,1,30.0
1782723831.704421,18:03:51.704,934,12.234,24.92,1011.8,0.005,0.01,-0.034,0.0,13.19,-9.5,49.56,255,0,1,30.0
1782723831.806878,18:03:51.806,935,12.244,24.92,1011.8,0.005,0.01,-0.034,0.0,13.19,-9.5,49.56,255,0,1,30.0
1782723831.806901,18:03:51.806,936,12.254,24.92,1011.8,0.005,0.009,-0.034,0.0,13.19,-9.5,49.56,255,0,1,30.0
1782723831.806908,18:03:51.806,937,12.264,24.92,1011.8,0.005,0.008,-0.026,0.0,13.94,-8.88,53.25,255,0,1,30.0
1782723831.806914,18:03:51.806,938,12.274,24.92,1011.8,0.005,0.008,-0.026,0.0,14.31,-8.63,54.06,255,0,1,30.0
1782723831.806920,18:03:51.806,939,12.284,24.92,1011.8,0.005,0.008,-0.026,0.0,14.31,-8.63,54.06,255,0,1,30.0
1782723831.807230,18:03:51.807,940,12.294,24.92,1011.8,0.005,0.008,-0.026,0.0,14.81,-8.31,55.38,255,0,1,30.0
1782723831.807238,18:03:51.807,941,12.304,24.92,1011.8,0.005,0.007,-0.026,0.0,14.94,-8.31,55.94,255,0,1,30.0
1782723831.807244,18:03:51.807,942,12.314,24.92,1011.8,0.005,0.007,-0.019,0.0,14.94,-8.31,56.5,255,0,1,30.0
1782723831.807249,18:03:51.807,943,12.324,24.92,1011.8,0.005,0.007,-0.019,0.0,14.94,-8.31,57.0,255,0,1,30.0
1782723831.807255,18:03:51.807,944,12.334,24.92,1011.8,0.005,0.006,-0.019,0.0,14.94,-8.31,57.38,255,0,1,30.0
1782723831.807260,18:03:51.807,945,12.344,24.92,1011.8,0.005,0.006,-0.019,0.0,14.94,-8.31,57.38,255,0,1,30.0
1782723831.908829,18:03:51.908,946,12.354,24.92,1011.8,0.005,0.006,-0.019,0.0,14.81,-8.31,57.94,255,0,1,30.0
1782723831.908849,18:03:51.908,947,12.364,24.92,1011.8,0.005,0.006,-0.015,0.0,14.81,-8.13,57.94,255,0,1,30.0
1782723831.908857,18:03:51.908,948,12.374,24.92,1011.8,0.005,0.006,-0.015,0.0,14.63,-8.13,58.13,255,0,1,30.0
1782723831.908863,18:03:51.908,949,12.384,24.92,1011.8,0.005,0.005,-0.015,0.0,14.63,-0.06,-0.06,255,0,1,30.0
1782723831.908869,18:03:51.908,950,12.394,24.92,1011.8,0.005,0.005,-0.015,0.0,14.63,-0.06,-0.06,255,0,1,30.0
1782723831.909160,18:03:51.909,951,12.404,24.92,1011.8,0.005,0.005,-0.015,0.0,14.63,-0.06,-0.06,255,0,1,30.0
1782723831.909168,18:03:51.909,952,12.414,24.92,1011.8,0.005,0.005,-0.011,0.0,14.44,-0.06,-0.06,255,0,1,30.0
1782723831.909174,18:03:51.909,953,12.424,24.92,1011.8,0.005,0.005,-0.011,0.0,14.44,-0.06,-0.06,255,0,1,30.0
1782723831.909180,18:03:51.909,954,12.434,24.92,1011.8,0.005,0.005,-0.011,0.0,14.44,-0.06,-0.06,255,0,1,30.0
1782723831.909187,18:03:51.909,955,12.444,24.92,1011.8,0.005,0.005,-0.011,0.0,14.44,-0.06,-0.06,255,0,1,30.0
1782723831.909193,18:03:51.909,956,12.454,24.92,1011.79,0.093,0.022,0.539,0.0,14.44,-0.06,-0.06,255,1,1,30.0
1782723832.012857,18:03:52.012,957,12.464,24.92,1011.79,0.093,0.028,0.539,0.0,14.81,-0.06,-0.06,255,1,1,30.0
1782723832.012878,18:03:52.012,958,12.474,24.92,1011.79,0.093,0.033,0.539,0.0,14.81,-0.06,-0.06,255,1,1,30.0
